car_brand,no_year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(kmpl),engine(CC),max_power(BHP),torque(Nm),torque_lower(rpm),torque_upper(rpm),seats
Maruti,5,825000,33500,Diesel,Individual,Manual,First Owner,23.65,1248.0,88.5,200.0,1750.0,1750.0,5.0
Maruti,16,50000,90000,Petrol,Individual,Manual,Second Owner,15.4,1590.0,94.0,130.0,3000.0,3000.0,5.0
Maruti,24,60000,25000,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,59.0,2500.0,2500.0,4.0
Maruti,8,170000,60000,Petrol,Individual,Manual,Fourth & Above Owner,22.74,796.0,47.3,69.0,3500.0,3500.0,5.0
Maruti,5,640000,80000,Diesel,Individual,Manual,Second Owner,24.52,1248.0,88.5,200.0,1750.0,1750.0,7.0
Maruti,2,630000,4000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,113.0,4200.0,4200.0,5.0
Maruti,5,550000,55000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,190.0,2000.0,2000.0,5.0
Maruti,7,196000,60000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,69.0,3500.0,3500.0,5.0
Maruti,11,150000,70000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,84.0,3500.0,3500.0,5.0
Maruti,12,150000,60000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,84.0,3500.0,3500.0,5.0
Maruti,6,600000,90000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,200.0,1750.0,1750.0,7.0
Maruti,5,220000,46702,Petrol,Dealer,Manual,First Owner,16.8,796.0,34.2,59.0,2500.0,2500.0,8.0
Maruti,5,220000,46706,Petrol,Dealer,Manual,First Owner,16.8,796.0,34.2,59.0,2500.0,2500.0,8.0
Maruti,17,65000,56432,Petrol,Dealer,Manual,First Owner,16.1,796.0,37.0,59.0,2500.0,2500.0,4.0
Maruti,19,60000,52365,Petrol,Dealer,Manual,Second Owner,16.1,796.0,37.0,59.0,2500.0,2500.0,4.0
Maruti,14,120000,53512,Petrol,Dealer,Manual,Second Owner,19.7,796.0,46.3,62.0,3000.0,3000.0,5.0
Maruti,11,220000,46533,Petrol,Dealer,Manual,First Owner,18.9,998.0,67.1,90.0,3500.0,3500.0,5.0
Maruti,16,105000,59635,Petrol,Dealer,Manual,Second Owner,21.6171368243242,1107.511402027027,70.58148711449091,133.12920152091263,2991.149133924799,2995.542881284326,5.1355574324324325
Maruti,13,114999,58632,Petrol,Dealer,Manual,Second Owner,14.0,796.0,35.0,59.78,3000.0,3000.0,5.0
Maruti,13,110000,58632,LPG,Dealer,Manual,Second Owner,21.6171368243242,1107.511402027027,70.58148711449091,133.12920152091263,2991.149133924799,2995.542881284326,5.1355574324324325
Maruti,5,750000,70000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,200.0,1750.0,1750.0,7.0
Maruti,12,270000,80000,Petrol,Individual,Manual,First Owner,16.6,1197.0,85.0,113.0,4500.0,4500.0,5.0
Maruti,14,130000,78000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62.0,3000.0,3000.0,5.0
Maruti,6,240000,50000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,90.0,3500.0,3500.0,5.0
Maruti,4,275000,58000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,69.0,3500.0,3500.0,5.0
Maruti,5,300000,50000,CNG,Individual,Manual,Second Owner,26.6,998.0,58.16,77.0,3500.0,3500.0,5.0
Maruti,12,185000,138000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,190.0,2000.0,2000.0,5.0
Maruti,11,160000,48000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62.0,3000.0,3000.0,5.0
Maruti,7,375000,88000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,190.0,2000.0,2000.0,5.0
Maruti,8,320000,100000,Diesel,Individual,Manual,Third Owner,22.9,1248.0,74.0,190.0,2000.0,2000.0,5.0
Maruti,8,370000,96000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,190.0,2000.0,2000.0,5.0
Maruti,19,75000,30000,Petrol,Individual,Manual,Third Owner,17.3,993.0,60.0,78.0,4500.0,4500.0,5.0
Maruti,5,400000,60000,Diesel,Individual,Manual,Third Owner,23.2,1248.0,73.94,190.0,2000.0,2000.0,5.0
Maruti,7,425000,65000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,190.0,2000.0,2000.0,5.0
Maruti,7,325000,48000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,90.0,3500.0,3500.0,5.0
Maruti,9,200000,70000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,90.0,3500.0,3500.0,5.0
Maruti,13,100000,70000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,62.0,3000.0,3000.0,5.0
Maruti,15,85000,150000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62.0,3000.0,3000.0,5.0
Maruti,2,399000,10000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,90.0,3500.0,3500.0,5.0
Maruti,3,390000,40000,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,77.0,3500.0,3500.0,5.0
Maruti,9,520000,73000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,200.0,1750.0,1750.0,7.0
Maruti,4,650000,75000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,190.0,2000.0,2000.0,5.0
Maruti,11,275000,50000,LPG,Individual,Manual,First Owner,26.2,998.0,58.2,77.0,3500.0,3500.0,5.0
Maruti,6,520000,70000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,190.0,2000.0,2000.0,5.0
Maruti,6,610000,60000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,190.0,2000.0,2000.0,5.0
Maruti,17,85000,110000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,90.0,3500.0,3500.0,5.0
Maruti,2,362000,120000,CNG,Individual,Manual,Second Owner,21.94,1196.0,61.7,85.0,3000.0,3000.0,5.0
Maruti,3,459999,70000,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,77.0,3500.0,3500.0,5.0
Maruti,10,190000,47000,Petrol,Individual,Manual,First Owner,18.5,1197.0,85.8,114.0,4000.0,4000.0,5.0
Maruti,3,358000,44000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,101.0,3000.0,3000.0,7.0
Maruti,9,320000,120000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,190.0,2000.0,2000.0,5.0
Maruti,8,320000,120000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,190.0,2000.0,2000.0,5.0
Maruti,9,275000,50000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,90.0,3500.0,3500.0,5.0
Maruti,12,170000,59000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62.0,3000.0,3000.0,5.0
Maruti,10,320000,120000,Diesel,Individual,Manual,Second Owner,21.6171368243242,1107.511402027027,70.58148711449091,133.12920152091263,2991.149133924799,2995.542881284326,5.1355574324324325
Maruti,11,285000,155000,Petrol,Individual,Manual,Second Owner,15.5,1586.0,103.3,145.0,4100.0,4100.0,5.0
Maruti,10,190000,92500,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,90.0,3500.0,3500.0,5.0
Maruti,4,310000,20000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,69.0,3500.0,3500.0,5.0
Maruti,4,320000,32000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,90.0,3500.0,3500.0,5.0
Maruti,8,211000,90000,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,77.0,3500.0,3500.0,5.0
Maruti,3,650000,35000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,113.0,4200.0,4200.0,5.0
Maruti,4,651000,32500,Diesel,Individual,Manual,Second Owner,28.4,1248.0,74.02,190.0,2000.0,2000.0,5.0
Maruti,2,380000,14000,Petrol,Individual,Automatic,First Owner,23.95,998.0,67.05,90.0,3500.0,3500.0,5.0
Maruti,10,300000,300000,LPG,Individual,Manual,First Owner,26.2,998.0,58.2,77.0,3500.0,3500.0,5.0
Maruti,6,405000,100000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,190.0,2000.0,2000.0,5.0
Maruti,11,160000,66444,LPG,Individual,Manual,First Owner,26.2,998.0,58.2,77.0,3500.0,3500.0,5.0
Maruti,5,700000,86000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,200.0,1750.0,1750.0,5.0
Maruti,8,375000,77000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,190.0,2000.0,2000.0,5.0
Maruti,18,55000,167000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,90.0,3500.0,3500.0,5.0
Maruti,10,200000,137000,CNG,Individual,Manual,First Owner,26.2,998.0,58.2,77.0,3500.0,3500.0,5.0
Maruti,8,185000,80000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,69.0,3500.0,3500.0,5.0
Maruti,3,550000,30000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,115.0,4000.0,4000.0,5.0
Maruti,4,325000,3564,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,90.0,3500.0,3500.0,5.0
Maruti,6,525000,80000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,190.0,2000.0,2000.0,5.0
Maruti,5,350000,17000,Petrol,Individual,Automatic,First Owner,23.1,998.0,67.04,90.0,3500.0,3500.0,5.0
Maruti,3,500000,40000,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,113.0,4200.0,4200.0,5.0
Maruti,10,350000,48756,Petrol,Individual,Manual,Second Owner,15.5,1586.0,103.3,145.0,4100.0,4100.0,5.0
Maruti,9,350000,70000,Diesel,Individual,Manual,Second Owner,21.5,1248.0,88.8,200.0,1750.0,1750.0,5.0
Maruti,7,490000,50000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,190.0,2000.0,2000.0,5.0
Maruti,1,415000,15000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,101.0,3000.0,3000.0,5.0
Maruti,8,190000,60000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,69.0,3500.0,3500.0,5.0
Maruti,3,680000,120000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,190.0,2000.0,2000.0,5.0
Maruti,5,270000,60000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,69.0,3500.0,3500.0,5.0
Maruti,3,764000,25000,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,130.0,4000.0,4000.0,5.0
Maruti,4,310000,35000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,69.0,3500.0,3500.0,5.0
Maruti,4,600000,35000,Petrol,Individual,Manual,First Owner,17.5,1373.0,91.1,130.0,4000.0,4000.0,7.0
Maruti,4,570000,35000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,115.0,4000.0,4000.0,5.0
Maruti,5,325000,20000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,90.0,3500.0,3500.0,5.0
Maruti,7,185000,10300,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,69.0,3500.0,3500.0,5.0
Maruti,2,760000,3000,Petrol,Individual,Manual,First Owner,21.01,1197.0,81.8,113.0,4200.0,4200.0,5.0
Maruti,3,700000,13000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,115.0,4000.0,4000.0,5.0
Maruti,5,220000,40000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,69.0,3500.0,3500.0,5.0
Maruti,4,380000,30000,CNG,Individual,Manual,First Owner,21.94,1196.0,61.7,85.0,3000.0,3000.0,5.0
Maruti,8,600000,30000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,200.0,1750.0,1750.0,7.0
Maruti,7,620000,148000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.8,200.0,1750.0,1750.0,7.0
Maruti,16,110000,110000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,90.0,3500.0,3500.0,5.0
Maruti,10,200000,80000,CNG,Individual,Manual,First Owner,26.3,998.0,67.1,90.0,3500.0,3500.0,5.0
Maruti,4,570000,120000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,190.0,2000.0,2000.0,5.0
Maruti,9,290000,105000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,190.0,2000.0,2000.0,5.0
Maruti,5,711000,120000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,200.0,1750.0,1750.0,7.0
Maruti,9,370000,60000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,190.0,2000.0,2000.0,5.0
Maruti,1,550000,15000,Petrol,Individual,Manual,First Owner,23.26,1197.0,88.5,113.0,4400.0,4400.0,5.0
Maruti,8,325000,150000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,114.0,4000.0,4000.0,5.0
Maruti,2,860000,6500,Diesel,Individual,Automatic,First Owner,24.3,1248.0,88.5,200.0,1750.0,1750.0,5.0
Maruti,3,600000,60000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,190.0,2000.0,2000.0,5.0
Maruti,5,265000,110000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,90.0,3500.0,3500.0,5.0
Maruti,2,900000,60000,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,200.0,1750.0,1750.0,5.0
Maruti,8,650000,170000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,200.0,1750.0,1750.0,7.0
Maruti,17,70000,220000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,59.0,2500.0,2500.0,4.0
Maruti,9,180000,80000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,69.0,3500.0,3500.0,5.0
Maruti,7,267000,40000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,69.0,3500.0,3500.0,5.0
Maruti,3,450000,50000,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,77.0,3500.0,3500.0,5.0
Maruti,7,240000,80000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,90.0,3500.0,3500.0,5.0
Maruti,12,135000,100000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62.0,3000.0,3000.0,5.0
Maruti,13,105000,100000,Petrol,Individual,Manual,Third Owner,18.9,1061.0,67.0,84.0,3500.0,3500.0,5.0
Maruti,13,60000,80000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,59.0,2500.0,2500.0,4.0
Maruti,13,112999,80000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,62.0,3000.0,3000.0,5.0
Maruti,6,525000,134000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,190.0,2000.0,2000.0,5.0
Maruti,14,250000,60000,Petrol,Individual,Manual,First Owner,16.6,1197.0,85.0,113.0,4500.0,4500.0,5.0
Maruti,5,500000,32000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,113.0,4200.0,4200.0,5.0
Maruti,4,650000,78000,Diesel,Individual,Manual,Third Owner,28.09,1248.0,88.5,200.0,1750.0,1750.0,5.0
Maruti,6,780000,40000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,200.0,1750.0,1750.0,7.0
Maruti,10,114999,10000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62.0,3000.0,3000.0,5.0
Maruti,3,200000,25000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,59.0,2500.0,2500.0,8.0
Maruti,3,575000,10000,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,113.0,4200.0,4200.0,5.0
Maruti,4,635000,40000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,190.0,2000.0,2000.0,5.0
Maruti,20,39000,42108,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,59.0,2500.0,2500.0,4.0
Maruti,12,145000,150000,Diesel,Individual,Manual,Third Owner,21.1,1248.0,73.9,113.0,4500.0,4500.0,5.0
Maruti,4,825000,79000,Diesel,Dealer,Manual,First Owner,25.47,1248.0,88.5,200.0,1750.0,1750.0,7.0
Maruti,3,875000,50000,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,200.0,1750.0,1750.0,5.0
Maruti,5,650000,81000,Diesel,Dealer,Manual,Second Owner,28.09,1248.0,88.5,200.0,1750.0,1750.0,5.0
Maruti,6,575000,60000,Diesel,Dealer,Manual,First Owner,25.47,1248.0,88.5,200.0,1750.0,1750.0,7.0
Maruti,2,470000,9000,Petrol,Dealer,Automatic,First Owner,21.63,998.0,67.04,90.0,3500.0,3500.0,5.0
Maruti,8,480000,105000,Diesel,Individual,Manual,Third Owner,23.4,1248.0,74.0,190.0,2000.0,2000.0,5.0
Maruti,11,320000,60000,Petrol,Individual,Manual,Second Owner,21.1,1197.0,85.8,114.0,4000.0,4000.0,5.0
Maruti,9,360000,100000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,85.8,114.0,4000.0,4000.0,5.0
Maruti,5,350000,120000,Diesel,Individual,Manual,Third Owner,23.2,1248.0,73.94,190.0,2000.0,2000.0,5.0
Maruti,3,308000,15000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,69.0,3500.0,3500.0,5.0
Maruti,3,680000,28000,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,113.0,4200.0,4200.0,5.0
Maruti,4,700000,70000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,190.0,2000.0,2000.0,5.0
Maruti,4,285000,25000,Petrol,Individual,Manual,Second Owner,24.7,796.0,47.3,69.0,3500.0,3500.0,5.0
Maruti,9,275000,60000,Petrol,Individual,Manual,First Owner,19.0,998.0,66.1,90.0,3500.0,3500.0,5.0
Maruti,21,60000,100000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,59.0,2500.0,2500.0,4.0
Maruti,6,300000,20000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,90.0,3500.0,3500.0,5.0
Maruti,5,940000,50000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,200.0,1750.0,1750.0,7.0
Maruti,6,600000,120000,Diesel,Individual,Manual,Second Owner,26.21,1248.0,88.5,200.0,1750.0,1750.0,5.0
Maruti,4,800000,70000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,190.0,2000.0,2000.0,5.0
Maruti,4,400000,52000,Petrol,Individual,Manual,First Owner,21.63,998.0,67.0,90.0,3500.0,3500.0,5.0
Maruti,4,700000,90000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,200.0,1750.0,1750.0,5.0
Maruti,8,500000,53000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,190.0,2000.0,2000.0,5.0
Maruti,10,200000,50600,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62.0,3000.0,3000.0,5.0
Maruti,8,235000,52000,Petrol,Dealer,Manual,First Owner,24.7,796.0,47.3,69.0,3500.0,3500.0,5.0
Maruti,3,580000,120000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,190.0,2000.0,2000.0,5.0
Maruti,2,660000,10000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,115.0,4000.0,4000.0,5.0
Maruti,2,509999,10000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,113.0,4200.0,4200.0,5.0
Maruti,3,375000,11500,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,90.0,3500.0,3500.0,5.0
Maruti,6,615000,32000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,190.0,2000.0,2000.0,5.0
Maruti,10,275000,50000,Petrol,Individual,Manual,First Owner,18.6,1197.0,85.8,114.0,4000.0,4000.0,5.0
Maruti,4,400000,10000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,101.0,3000.0,3000.0,5.0
Maruti,2,930000,15000,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,200.0,1750.0,1750.0,5.0
Maruti,9,310000,100000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,114.0,4000.0,4000.0,5.0
Maruti,8,356000,70000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,190.0,2000.0,2000.0,5.0
Maruti,2,980000,50000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,200.0,1750.0,1750.0,5.0
Maruti,8,355000,170000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,190.0,2000.0,2000.0,5.0
Maruti,10,242000,120000,Diesel,Individual,Manual,First Owner,21.5,1248.0,88.8,200.0,1750.0,1750.0,5.0
Maruti,1,654000,1000,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,113.0,4200.0,4200.0,5.0
Maruti,2,600000,18000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,113.0,4200.0,4200.0,5.0
Maruti,5,459999,60000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,115.0,4000.0,4000.0,5.0
Maruti,15,94500,44000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62.0,3000.0,3000.0,5.0
Maruti,7,570000,79000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,200.0,1750.0,1750.0,7.0
Maruti,2,550000,11500,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,113.0,4200.0,4200.0,5.0
Maruti,13,200000,100000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,114.0,4000.0,4000.0,5.0
Maruti,10,170000,175000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,190.0,2000.0,2000.0,5.0
Maruti,11,300000,60000,Petrol,Individual,Manual,Second Owner,17.5,1197.0,85.8,114.0,4000.0,4000.0,5.0
Maruti,7,409999,150000,Diesel,Individual,Manual,Third Owner,23.4,1248.0,74.0,190.0,2000.0,2000.0,5.0
Maruti,11,135000,95000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,62.0,3000.0,3000.0,5.0
Maruti,11,220000,100000,Diesel,Individual,Manual,First Owner,21.1,1248.0,73.9,113.0,4500.0,4500.0,5.0
Maruti,7,500000,84000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,190.0,2000.0,2000.0,5.0
Maruti,10,175000,175000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62.0,3000.0,3000.0,5.0
Maruti,9,180000,70000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62.0,3000.0,3000.0,5.0
Maruti,14,118000,110000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62.0,3000.0,3000.0,5.0
Maruti,12,120000,110000,Petrol,Individual,Manual,Second Owner,18.2,1061.0,64.0,84.0,3500.0,3500.0,5.0
Maruti,12,170000,90000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,62.0,3000.0,3000.0,5.0
Maruti,3,700000,60000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.0,190.0,2000.0,2000.0,5.0
Maruti,14,80000,63000,Petrol,Individual,Automatic,Third Owner,18.9,1061.0,67.0,84.0,3500.0,3500.0,5.0
Maruti,5,425000,120000,Diesel,Individual,Manual,Third Owner,26.59,1248.0,74.0,190.0,2000.0,2000.0,5.0
Maruti,12,155000,120000,Diesel,Individual,Manual,First Owner,21.1,1248.0,73.9,113.0,4500.0,4500.0,5.0
Maruti,14,85000,100000,Petrol,Individual,Manual,Third Owner,18.9,1061.0,67.0,84.0,3500.0,3500.0,5.0
Maruti,3,740000,50000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,190.0,2000.0,2000.0,5.0
Maruti,8,380000,76000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,190.0,2000.0,2000.0,5.0
Maruti,23,45000,80000,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796.0,37.0,59.0,2500.0,2500.0,4.0
Maruti,10,200000,70000,LPG,Individual,Manual,First Owner,26.2,998.0,58.2,77.0,3500.0,3500.0,5.0
Maruti,8,350000,85000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,190.0,2000.0,2000.0,5.0
Maruti,3,911999,25000,Diesel,Individual,Automatic,First Owner,24.3,1248.0,88.5,200.0,1750.0,1750.0,5.0
Maruti,3,650000,15000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,113.0,4200.0,4200.0,5.0
Maruti,9,350000,30000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,114.0,4000.0,4000.0,5.0
Maruti,5,190000,80000,Petrol,Individual,Manual,Second Owner,16.8,796.0,34.2,59.0,2500.0,2500.0,8.0
Maruti,15,135000,62900,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,90.0,3500.0,3500.0,5.0
Maruti,4,455000,60000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,190.0,2000.0,2000.0,5.0
Maruti,6,320000,60000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90.0,3500.0,3500.0,5.0
Maruti,4,830000,35000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,200.0,1750.0,1750.0,5.0
Maruti,3,560000,25000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,113.0,4200.0,4200.0,5.0
Maruti,4,400000,30000,Petrol,Individual,Automatic,Second Owner,23.1,998.0,67.04,90.0,3500.0,3500.0,5.0
Maruti,3,698000,27654,Diesel,Dealer,Automatic,First Owner,28.4,1248.0,74.02,190.0,2000.0,2000.0,5.0
Maruti,3,445000,32995,Petrol,Dealer,Automatic,First Owner,20.52,1197.0,81.8,113.0,4200.0,4200.0,5.0
Maruti,11,350000,110000,Diesel,Individual,Manual,Fourth & Above Owner,17.8,1248.0,75.0,190.0,2000.0,2000.0,5.0
Maruti,8,415000,60000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,85.8,114.0,4000.0,4000.0,5.0
Maruti,14,150000,75000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62.0,3000.0,3000.0,5.0
Maruti,12,170000,90000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62.0,3000.0,3000.0,5.0
Maruti,6,550000,40000,Diesel,Individual,Manual,Third Owner,28.09,1248.0,88.5,200.0,1750.0,1750.0,5.0
Maruti,7,400000,120000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,114.0,4000.0,4000.0,5.0
Maruti,5,765000,100000,Diesel,Individual,Manual,Second Owner,24.3,1248.0,88.5,200.0,1750.0,1750.0,5.0
Maruti,5,919999,90150,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,200.0,1750.0,1750.0,5.0
Maruti,5,562000,25339,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,115.0,4000.0,4000.0,5.0
Maruti,6,571000,68000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,200.0,1750.0,1750.0,7.0
Maruti,8,400000,40000,Petrol,Individual,Manual,First Owner,18.6,1197.0,85.8,114.0,4000.0,4000.0,5.0
Maruti,4,589000,41232,Diesel,Dealer,Manual,First Owner,26.59,1248.0,74.0,190.0,2000.0,2000.0,5.0
Maruti,4,525000,38000,Diesel,Dealer,Manual,Second Owner,21.6171368243242,1107.511402027027,70.58148711449091,133.12920152091263,2991.149133924799,2995.542881284326,5.1355574324324325
Maruti,11,200000,35000,Petrol,Dealer,Manual,First Owner,18.9,998.0,67.1,90.0,3500.0,3500.0,5.0
Maruti,3,611000,9000,Petrol,Dealer,Manual,First Owner,19.1,1197.0,85.8,114.0,4000.0,4000.0,5.0
Maruti,3,490000,28000,Petrol,Dealer,Manual,First Owner,16.1,1197.0,85.0,113.0,4500.0,4500.0,5.0
Maruti,5,470000,23700,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,113.0,4200.0,4200.0,5.0
